action,artist_folder,title,old_path,new_path,reason
would_move,"Jim Smith","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Eagles_-_Love_will_keep_us_alive.mid","/storage/emulated/0/htdocs/midisnd/Jim Smith/Soft Karaoke - Jim Smith.mid",
would_move,now,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Eagles_-_Lyin_eyes.kar","/storage/emulated/0/htdocs/midisnd/now/Meta - now.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Eagles_-_The_best_of_my_love.kar",,"no artist meta"
would_move,"Lucia Maria H.Matos Leite)","I didn't get to sleep at all (The Fifth Dimension)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Fifth_Dimension_-_I_didnt_get_to_sleep_at_all.kar","/storage/emulated/0/htdocs/midisnd/Lucia Maria H.Matos Leite)/I didn't get to sleep at all (The Fifth Dimension) - Lucia Maria H.Matos Leite).kar",
would_move,"Chaitu Shaipaki","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Five_Keys_-_The_lion_sleeps_tonight.kar","/storage/emulated/0/htdocs/midisnd/Chaitu Shaipaki/Soft karaoke - Chaitu Shaipaki.kar",
would_move,just,"Build Me Up Buttercup","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Fundations_-_Build_me_up_buttercup.kar","/storage/emulated/0/htdocs/midisnd/just/Build Me Up Buttercup - just.kar",
skip_no_artist,,"THE GREATEST LOVE OF ALL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_GREATEST_LOVE_OF_ALL_(715790).mid",,"no artist meta"
skip_no_artist,,"THE GREEN GREEN GRASS OF HOME","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_GREEN_GREEN_GRASS_OF_HOME_(714867).mid",,"no artist meta"
skip_no_artist,,"THE KNIFE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_KNIFE_(714868).mid",,"no artist meta"
skip_no_artist,,"THE LADY IN RED","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_LADY_IN_RED_(715441).mid",,"no artist meta"
skip_no_artist,,"THE MOST BEAUTIFUL GIRL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_MOST_BEAUTIFUL_GIRL_(715203).mid",,"no artist meta"
skip_no_artist,,"THE MOST BEAUTIFUL GIRL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_MOST_BEAUTIFUL_GIRL_(715509).mid",,"no artist meta"
skip_no_artist,,"THE ONE YOU LOVE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_ONE_YOU_LOVE_(715479).mid",,"no artist meta"
would_move,"Will Wild","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Paris_Sisters_-_I_love_how_you_love_me.kar","/storage/emulated/0/htdocs/midisnd/Will Wild/Soft Karaoke - Will Wild.kar",
would_move,"Joao Campos",Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Platters_-_Only_you.mid","/storage/emulated/0/htdocs/midisnd/Joao Campos/Meta - Joao Campos.mid",
would_move,me,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Police_-_Message_in_a_bottle.kar","/storage/emulated/0/htdocs/midisnd/me/Meta - me.kar",
skip_no_artist,,"THE POWER OF LOVE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_POWER_OF_LOVE_(715516).mid",,"no artist meta"
would_move,"Greg Gorman","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Proclaimers_-_500_Miles.kar","/storage/emulated/0/htdocs/midisnd/Greg Gorman/Soft Karaoke - Greg Gorman.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Rembrandts_-_I`ll_be_there_for_you.kar",,"no artist meta"
would_move,DREB,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Righteous_Brothers_-_Unchained_melody.kar","/storage/emulated/0/htdocs/midisnd/DREB/Soft Karaoke - DREB.kar",
skip_no_artist,,"THE SOUND OF SILENCE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_SOUND_OF_SILENCE_(714872).mid",,"no artist meta"
skip_no_artist,,"THE WAY THAT YOU LOVE ME","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_WAY_THAT_YOU_LOVE_ME_(712650).mid",,"no artist meta"
skip_no_artist,,"THE WEDDING","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_WEDDING_(716398).mid",,"no artist meta"
skip_no_artist,,"THE WONDERFUL SOUND","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THE_WONDERFUL_SOUND_(714602).mid",,"no artist meta"
would_move,"Nelson Junior","ALL MY ONLY DREAMS","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Wonders_-_All_my_only_dreams.mid","/storage/emulated/0/htdocs/midisnd/Nelson Junior/ALL MY ONLY DREAMS - Nelson Junior.mid",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/The_Wonders_-_That_thing_you_do.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Thinking of You - Katy Perry.kar",,"no artist meta"
would_move,"Mike M (July 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Third_Eye_Blind_-_Never_let_you_go.kar","/storage/emulated/0/htdocs/midisnd/Mike M (July 2000)/Soft karaoke - Mike M (July 2000).kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Third_Eye_Blind_-_Semi_charmed_life.kar",,"no artist meta"
skip_no_artist,,"This Guys In Love With You Pare","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/This Guys In Love With You Pare_(219281).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/This Masquerade - George Benson.kar",,"no artist meta"
would_move,"H.de Koning",untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/thismasq.mid","/storage/emulated/0/htdocs/midisnd/H.de Koning/untitled - H.de Koning.mid",
skip_no_artist,,"THIS TIME","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THIS_TIME_(713820).mid",,"no artist meta"
would_move,Ginny,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Those Were the Days - Mary Hopkins.kar","/storage/emulated/0/htdocs/midisnd/Ginny/Soft karaoke - Ginny.kar",
skip_no_artist,,"Tignan Mo Naman Ako","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tignan Mo Naman Ako_(218828).kar",,"no artist meta"
skip_no_artist,,"Till There Was You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Till There Was You_(219283).kar",,"no artist meta"
skip_no_artist,,"TILL DEATH DO US PART","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TILL_DEATH_DO_US_PART_(715095).mid",,"no artist meta"
skip_no_artist,,"TILL THEY TAKE MY HEART AWAY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TILL_THEY_TAKE_MY_HEART_AWAY_(715364).mid",,"no artist meta"
would_move,"H.de Koning","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tina_Turner_-_We_dont_need_another_hero.kar","/storage/emulated/0/htdocs/midisnd/H.de Koning/Soft karaoke - H.de Koning.kar",
skip_no_artist,,TINGIN,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TINGIN_(218386).kar",,"no artist meta"
skip_no_artist,,"Tingnan Mo Ang Ginawa Mo","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tingnan Mo Ang Ginawa Mo_(218752).kar",,"no artist meta"
skip_no_artist,,"Tinig Ko'y Pakinggan Mo","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tinig Ko'y Pakinggan Mo_(219186).kar",,"no artist meta"
skip_no_artist,,"Tinig Ko'y Pakinggan Mo","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tinig Ko'y Pakinggan Mo_(219284).kar",,"no artist meta"
would_move,"Uwe Trempelmann","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/To Love Somebody - Beegees.kar","/storage/emulated/0/htdocs/midisnd/Uwe Trempelmann/Soft karaoke - Uwe Trempelmann.kar",
skip_no_artist,,"TOGETHER AGAIN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Together Again - Janet Jackson.kar",,"no artist meta"
skip_no_artist,,"TOGETHER AGAIN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOGETHER_AGAIN_(716105).mid",,"no artist meta"
would_move,"Bunty Pritchard Jones","KN3000 FALL_IN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tom Jones - I'm Never Gonna Fall In Love Again.kar","/storage/emulated/0/htdocs/midisnd/Bunty Pritchard Jones/KN3000 FALL_IN - Bunty Pritchard Jones.kar",
would_move,you,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tom Jones - Sexbomb.kar","/storage/emulated/0/htdocs/midisnd/you/Soft Karaoke - you.kar",
skip_no_artist,,"TOMORROW NEVER DIES","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOMORROW_NEVER_DIES_(714082).mid",,"no artist meta"
skip_no_artist,,TONIGHT,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TONIGHT_(219326).kar",,"no artist meta"
skip_no_artist,,TONIGHT,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TONIGHT_(712721).mid",,"no artist meta"
would_move,"Barbara Morais (Turma do Cante!)","UnBreak My Heart","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Toni_Braxton_-_Unbreak_my_Heart.kar","/storage/emulated/0/htdocs/midisnd/Barbara Morais (Turma do Cante!)/UnBreak My Heart - Barbara Morais (Turma do Cante!).kar",
skip_no_artist,,"BECAUSE OF YOU","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tony Bennet - Because Of You.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tony Rich Project - Nobody Knows.kar",,"no artist meta"
skip_no_artist,,"TOO MUCH HEAVEN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOO_MUCH_HEAVEN_(715453).mid",,"no artist meta"
would_move,labrat@teleport.com,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/topofthe.mid","/storage/emulated/0/htdocs/midisnd/labrat@teleport.com/Soft Karaoke - labrat@teleport.com.mid",
skip_no_artist,,"TORN BETWEEN TWO LOVERS","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TORN_BETWEEN_TWO_LOVERS_(714890).mid",,"no artist meta"
skip_no_artist,,"TOTAL ECLIPSE OF THE HEART","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOTAL_ECLIPSE_OF_THE_HEART_(713010).mid",,"no artist meta"
skip_no_artist,,"TOTOY BIBO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOTOY BIBO (V.Navaro).mid",,"no artist meta"
skip_no_artist,,"TOUCH BY TOUCH","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TOUCH_BY_TOUCH_(714891).mid",,"no artist meta"
skip_no_artist,,"TO ALL THE GIRLS I'VE LOVED","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TO_ALL_THE_GIRLS_I'VE_LOVED_(712631).mid",,"no artist meta"
skip_no_artist,,"TO BECOME ONE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TO_BECOME_ONE_(712695).mid",,"no artist meta"
skip_no_artist,,"TO BE WITH YOU","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TO_BE_WITH_YOU_(714885).mid",,"no artist meta"
skip_no_artist,,"TO LOVE SOMEBODY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TO_LOVE_SOMEBODY_(715506).mid",,"no artist meta"
would_move,"JLHall, jhall18@nc.rr.com","I'm Not Supposed To Love You Anymore","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Trademark - I'm Not Supposed To Love You Anymore.kar","/storage/emulated/0/htdocs/midisnd/JLHall, jhall18@nc.rr.com/I'm Not Supposed To Love You Anymore - JLHall, jhall18@nc.rr.com.kar",
would_move,I,Treasure,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/treasure(marwin).mid","/storage/emulated/0/htdocs/midisnd/I/Treasure - I.mid",
would_move,tha,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Trisha_Yearwood_-_Believe_me_baby.mid","/storage/emulated/0/htdocs/midisnd/tha/Soft karaoke - tha.mid",
skip_no_artist,,"TRULY MADLY DEEPLY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TRULY_MADLY_DEEPLY_(713900).mid",,"no artist meta"
would_move,by,TRY--PINK,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TRY---PINK--Bm--.mid","/storage/emulated/0/htdocs/midisnd/by/TRY - - PINK - by.mid",
skip_no_artist,,"Fretless Bass","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/tubigatlangis_sharoncuneta.mid",,"no artist meta"
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/tukso_Eva_eugenio.mid",,"no artist meta"
skip_no_artist,,"Tulog Na Baby","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tulog Na Baby_(219195).kar",,"no artist meta"
skip_no_artist,,"TUNAY NA LIGAYA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TUNAY NA LIGAYA_(218195).kar",,"no artist meta"
would_move,you'd,FREEDOM,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/wham-freedom.kar","/storage/emulated/0/htdocs/midisnd/you'd/FREEDOM - you'd.kar",
skip_no_artist,,Guitar,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tunaynamahal_LaniMisalucha.mid",,"no artist meta"
skip_no_artist,,"Tunay Na Tunay","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tunay_Na_Tunay_(219010).mid",,"no artist meta"
would_move,"Anthony Hosking","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Turn Back Time.kar","/storage/emulated/0/htdocs/midisnd/Anthony Hosking/Soft karaoke - Anthony Hosking.kar",
would_move,"HowardGreenfield&KenKirsch Sequence (c) 1998 Crystal Cove Music BMI",TwoLessLonelyPeopleInTheWorld,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Two Less Lonely People in the World - Airsupply.kar","/storage/emulated/0/htdocs/midisnd/HowardGreenfield&KenKirsch Sequence (c) 1998 Crystal Cove Music BMI/TwoLessLonelyPeopleInTheWorld - HowardGreenfield&KenKirsch Sequence (c) 1998 Crystal Cove Music BMI.kar",
skip_no_artist,,"TWO LESS LONELY PEOPLE IN THE WORLD","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TWO_LESS_LONELY_PEOPLE_IN_THE_WORLD_(714566).mid",,"no artist meta"
skip_no_artist,,Elevation,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/U2_-_Elevation.kar",,"no artist meta"
would_move,"Cowon MacLeod","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UB40_-_Cant_help_falling_in_love_with_you.kar","/storage/emulated/0/htdocs/midisnd/Cowon MacLeod/Soft karaoke - Cowon MacLeod.kar",
skip_no_artist,,Ulan,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Ulan_(218872).kar",,"no artist meta"
skip_no_artist,,"UMASA KA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UMASA KA_(218577).kar",,"no artist meta"
would_move,cause,"umbrella - rihanna","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UMBRELLA (Lyrics).mid","/storage/emulated/0/htdocs/midisnd/cause/umbrella - rihanna - cause.mid",
skip_no_artist,,"UMIIBIG AKO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UMIIBIG AKO_(218319).kar",,"no artist meta"
skip_no_artist,,"UMIIBIG NGA BA ANG PUSO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UMIIBIG_NGA_BA_ANG_PUSO_(218318).mid",,"no artist meta"
skip_no_artist,,"UMIIYAK ANG PUSO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UMIIYAK_ANG_PUSO_(218186).mid",,"no artist meta"
skip_no_artist,,"Umuulan Umaaraw","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Umuulan Umaaraw_(219103).kar",,"no artist meta"
skip_no_artist,,"Unang Pag-Ibig","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Unang Pag-Ibig_(218786).kar",,"no artist meta"
skip_no_artist,,"UNBREAK MY HEART","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UNBREAK_MY_HEART_(714567).mid",,"no artist meta"
skip_no_artist,,"UNCHAINED MELODY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/UNCHAINED_MELODY_(714894).mid",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Ungly_Kid_Joe_-_Cats_in_the_cradle.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,Usapan,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Usapan_(219286).kar",,"no artist meta"
would_move,day,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Usa_for_Africa_-_We_are_the_world.kar","/storage/emulated/0/htdocs/midisnd/day/Soft Karaoke - day.kar",
skip_no_artist,,Usok,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Usok_(219332).kar",,"no artist meta"
skip_no_artist,,"Utos Ng Puso","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Utos Ng Puso_(219287).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Vanessa Carlton - A Thousand Miles.kar",,"no artist meta"
would_move,labrat@teleport.com,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Vanessa_Williams_-_Saved_the_best_for_last.kar","/storage/emulated/0/htdocs/midisnd/labrat@teleport.com/Soft Karaoke - labrat@teleport.com.kar",
would_move,"Mark B. MIDI unknown","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Van_Hallen_-_Aint_talkin_about_love.mid","/storage/emulated/0/htdocs/midisnd/Mark B. MIDI unknown/Soft karaoke - Mark B. MIDI unknown.mid",
would_move,"The Secret Internet Midi Band","Turning Japanese","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Vapors_-_Turning_Japanese.kar","/storage/emulated/0/htdocs/midisnd/The Secret Internet Midi Band/Turning Japanese - The Secret Internet Midi Band.kar",
would_move,Grillo,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Vengaboys_-_Shalala_lala.kar","/storage/emulated/0/htdocs/midisnd/Grillo/Soft karaoke - Grillo.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Vertical Horizon - Everything You Want.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Village People - Y. M. C. A..kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Cold Play","Viva La Vida","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Viva la vida- Coldplay.kar","/storage/emulated/0/htdocs/midisnd/Cold Play/Viva La Vida - Cold Play.kar",
skip_no_artist,,"VOLTES 5 THEME (JAPANESE)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/VOLTES_5_THEME_(JAPANESE)_(716442).mid",,"no artist meta"
would_move,ten,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Wake Up Little Susie - Jerry.kar","/storage/emulated/0/htdocs/midisnd/ten/untitled - ten.kar",
skip_no_artist,,"Wala Na Ba Ang Dati","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Wala Na Ba Ang Dati_(218664).kar",,"no artist meta"
skip_no_artist,,"WALA NA BANG PAG-IBIG","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/WALA NA BANG PAG-IBIG_(218212).kar",,"no artist meta"
skip_no_artist,,"WALA NANG HAHANAPIN PA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/WALA NANG HAHANAPIN PA_(218395).kar",,"no artist meta"
skip_no_artist,,"Wala Ng Mahihiling Pa","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Wala Ng Mahihiling Pa_(218772).kar",,"no artist meta"
skip_no_artist,,"Walang Dangal","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Walang Dangal_(218320).kar",,"no artist meta"
skip_no_artist,,"WALANG KAPALIT","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/WALANG KAPALIT_(218255).kar",,"no artist meta"
skip_no_artist,,"WALANG HANGGAN'","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/WALANG_HANGGAN'_(218578).mid",,"no artist meta"
skip_no_artist,,"Wala Ng Iba (Nothing To Lose)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Wala_Ng_Iba_(Nothing_To_Lose)_(218176).mid",,"no artist meta"
would_move,so,"We are Young - FUN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/We are Young - FUN.kar","/storage/emulated/0/htdocs/midisnd/so/We are Young - FUN - so.kar",
would_move,"Patrick Matte","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Westlife_-_I_have_a_dream.mid","/storage/emulated/0/htdocs/midisnd/Patrick Matte/Soft Karaoke - Patrick Matte.mid",
would_move,"Mr KarPlay","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Westlife_-_Seasons_in_the_sun.mid","/storage/emulated/0/htdocs/midisnd/Mr KarPlay/Soft karaoke - Mr KarPlay.mid",
skip_no_artist,,"WE DON'T TALK ANYMORE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/WE_DON'T_TALK_ANYMORE_(716127).mid",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/whoopskirri.mid",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/This Kiss - Faith Hill.kar",,"no artist meta"
skip_no_artist,,"THIS IS MY SONG","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/THIS_IS_MY_SONG_(714604).mid",,"no artist meta"
skip_no_artist,,"Ti Lii Shi Chiyen","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Ti Lii Shi Chiyen_(219282).kar",,"no artist meta"
would_move,"Ken Vong (shampoo@unix.infoserve.net)",ALONENOW.ROL,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tiffany - I Think We're Alone Now.kar","/storage/emulated/0/htdocs/midisnd/Ken Vong (shampoo@unix.infoserve.net)/ALONENOW.ROL - Ken Vong (shampoo@unix.infoserve.net).kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Till I Met You - Kuh Ledesma.kar",,"no artist meta"
skip_no_artist,,"TILL MY HEARTACHE END","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TILL MY HEARTACHE END.mid",,"no artist meta"
skip_no_artist,,"TILL I MET YOU","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TILL_I_MET_YOU_(715751).mid",,"no artist meta"
would_move,"H.de Koning","Time After Time","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Time After Time - Cyndi Lauper.kar","/storage/emulated/0/htdocs/midisnd/H.de Koning/Time After Time - H.de Koning.kar",
skip_no_artist,,TIMIDO,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TIMIDO_(218948).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tina_Turner_-_Whats_love_gotta_do_with_it.kar",,"no artist meta"
skip_no_artist,,Tipar,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tipar_(219100).kar",,"no artist meta"
skip_no_artist,,"Titanium - David Guetta ft. Sia","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Titanium - David Guetta ft. Sia.kar",,"no artist meta"
skip_no_artist,,"TITSER'S ENEMY NO 1","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TITSER'S_ENEMY_NO_1_(716444).mid",,"no artist meta"
would_move,"Jeffery Jones","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/TLC - No Scrubs.kar","/storage/emulated/0/htdocs/midisnd/Jeffery Jones/Soft karaoke - Jeffery Jones.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/To Know You is to Love You - BB King.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/To Love You More - Celine Dion.kar",,"no artist meta"
skip_no_artist,,"To Reach You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/To Reach You_(219101).kar",,"no artist meta"
skip_no_artist,,"To Say Goodbye","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/To Say Goodbye_(219009).kar",,"no artist meta"
skip_no_artist,,"Together Again","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Together Again_(219285).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part2/c/Tom Jones - The Green Green Grass Of Home.kar",,"no artist meta"
